Lukaku,MUN,FWD,2126,12,1,4,3.6,115,14,10.7,-0.3,3.9
L�ssl,HUD,GKP,2777,0,1,5,3.2,99,9,4.4,-0.1,1.5
L�we,HUD,DEF,2052,0,4,1,1.7,49,6,4.4,-0.1,0.1
Maddison,LEI,MID,2831,7,7,8,3.8,137,12,6.6,0.1,5.2
Madine,CAR,FWD,32,0,0,0,1,5,0,4.4,-0.1,0.9
Maguire,LEI,DEF,2596,3,1,6,3,92,10,5.4,-0.1,8.3
Mahrez,MCI,MID,1331,7,4,4,3.8,102,14,8.2,-0.8,1.7
Maitland-Niles,ARS,MID,983,1,1,2,2.1,34,3,4.4,-0.1,0.4
Malone,HUD,DEF,0,0,0,0,0,0,0,4,0,1.1
Manquillo,NEW,DEF,1098,0,3,4,2.9,53,5,4.3,-0.2,0.3
Man�,LIV,MID,3076,22,3,19,6.4,231,24,10.3,0.8,38.6
March,BHA,MID,2459,1,6,6,2.7,94,5,4.7,-0.3,0.7
Mariappa,WAT,DEF,1924,0,0,5,2.2,57,2,4.2,-0.3,0.6
Markovic,FUL,MID,45,0,0,0,1,1,0,4.7,-0.3,0
Marsh,TOT,MID,0,0,0,0,0,0,0,4.5,0,0
Martial,MUN,MID,1613,10,4,5,4.5,122,13,7.2,-0.3,3.4
Martina,EVE,DEF,0,0,0,0,0,0,0,4.5,0,0
Mart�nez,ARS,GKP,0,0,0,0,0,0,0,4,0,0.2
Masina,WAT,DEF,1002,0,1,2,1.9,26,1,4.3,-0.2,0.1
Masuaku,WHU,MID,1757,0,2,4,2.1,49,0,4.2,-0.3,1.5
Mata,MUN,MID,1284,3,4,5,3.2,70,7,6.1,-0.4,1.2
Matic,MUN,MID,2437,1,0,6,2.1,59,2,5,0,0.7
Matip,LIV,DEF,1535,1,0,9,3.8,83,7,4.9,-0.1,1.1
Mavropanos,ARS,DEF,147,0,0,0,0.8,3,0,4.7,-0.3,0.1
Mawson,FUL,DEF,1130,0,0,1,1.3,19,2,4.7,-0.3,0.1
Mbemba,NEW,DEF,0,0,0,0,0,0,0,4,0,0.1
Mbenza,HUD,MID,977,1,1,0,1.7,38,0,5.9,-0.1,0
McArthur,CRY,MID,3057,3,7,11,3.2,121,7,4.9,-0.1,3.4
McCarthy,EVE,MID,14,0,0,0,1,1,0,4.4,-0.1,0
McCarthy,SOU,GKP,2250,0,0,4,2.9,73,6,4.3,-0.2,2
McDonald,FUL,MID,837,0,0,0,1.1,17,0,4.2,-0.3,0.2
McNeil,BUR,MID,1590,3,4,5,3.6,75,6,4.4,-0.1,0.8
McQueen,SOU,DEF,0,0,0,0,0,0,0,4,0,0.4
McTominay,MUN,MID,862,2,0,1,2.4,38,4,4.2,-0.3,1.2
Medley,ARS,DEF,0,0,0,0,0,0,0,4,0,0.1
Mee,BUR,DEF,3420,0,2,8,2.1,81,5,4.6,-0.4,1.6
Mendez-Laing,CAR,MID,978,4,1,4,3.1,63,6,4.8,-0.2,0
Mendy,LEI,MID,2085,0,1,7,1.9,58,0,4.3,-0.2,0.9
Mendy,MCI,DEF,900,0,6,4,5.9,59,6,6.1,0.1,5.9
Mepham,BOU,DEF,848,0,1,2,2.1,27,0,4.5,0,0.1
Merino,NEW,MID,0,0,0,0,0,0,0,5,0,0
Meyer,CRY,MID,1405,1,3,6,2.1,60,0,5.5,-0.5,0.2
Mignolet,LIV,GKP,0,0,0,0,0,0,0,4.7,-0.3,0.1
Milivojevic,CRY,MID,3420,12,2,12,4.4,166,24,6.5,0,10.6
Milner,LIV,MID,1778,5,5,9,3.3,101,12,5.6,0.1,2.5
Mina,EVE,DEF,891,1,0,3,2.8,36,2,5.4,-0.1,0.5
Mings,BOU,DEF,141,0,0,0,1,5,0,4.2,-0.3,0.1
Mir,WOL,FWD,0,0,0,0,0,0,0,4.5,0,0
Mirallas,EVE,MID,0,0,0,0,0,0,0,5.5,0,0
Miranda,WOL,DEF,0,0,0,0,0,0,0,4,0,0
Mitrovic,FUL,FWD,3280,11,4,5,3.6,134,12,6.3,-0.2,10.8
Mkhitaryan,ARS,MID,1637,6,4,3,3.9,98,12,6.6,-0.4,4.6
Molumby,BHA,MID,0,0,0,0,0,0,0,4.5,0,0
Monreal,ARS,DEF,1860,1,4,5,3.5,77,7,5.4,-0.1,1.3
Montoya,BHA,DEF,2166,0,1,3,1.8,45,1,4.3,-0.2,0.2
Mooy,HUD,MID,2326,3,1,3,2.6,76,5,5,-0.5,1
Morata,CHE,FWD,936,5,0,6,2.9,46,3,8.4,-0.6,1.3
Moreno,LIV,DEF,154,0,0,0,2,4,0,4.1,-0.4,0.2
Morgan,LEI,DEF,1924,3,0,6,3.5,76,7,4.5,0,1.6
Morrison,CAR,DEF,3039,1,4,9,2.9,97,5,4.7,-0.3,0.4
Moses,CHE,DEF,26,0,0,0,1,2,0,5.5,-0.5,1.2
Mounie,HUD,FWD,1767,2,4,5,2.2,69,4,5.8,-0.2,0.2
Mousset,BOU,FWD,350,1,0,0,1.2,28,0,4.9,-0.1,0.2
Moutinho,WOL,MID,3030,1,8,9,3.1,119,13,5.1,-0.4,5.1
Muric,MCI,GKP,0,0,0,0,0,0,0,4.5,0,0
Murphy,CAR,MID,1810,3,2,7,2.6,76,3,4.8,-0.2,0.2
Murphy,NEW,MID,296,0,1,1,1.8,16,0,4.7,-0.3,0
Murray,BHA,FWD,2501,13,1,4,3.4,129,16,6.1,-0.4,2.8
Mustafi,ARS,DEF,2611,2,0,6,2.6,80,5,5.4,-0.1,1.3
Muto,NEW,FWD,514,1,0,1,1.4,24,0,5.6,-0.4,0.1
Nasri,WHU,MID,243,0,2,1,2.8,14,0,4.9,-0.6,0.2
Navarro,WAT,DEF,84,0,0,0,1,2,0,4.2,-0.3,0
Ndidi,LEI,MID,3295,2,0,9,2.3,89,4,4.9,-0.1,0.8
Nelson,ARS,MID,0,0,0,0,0,0,0,4.4,-0.1,0.4
Neves,WOL,MID,3006,4,3,8,3,104,7,4.9,-0.1,10.4
Niasse,CAR,FWD,988,0,0,5,1.7,30,0,5,-0.5,0.4
Nketiah,ARS,FWD,63,1,0,0,2,10,1,5,0,0
Nkoudou,TOT,MID,4,0,1,0,4,4,0,4.8,-0.2,0
Noble,WHU,MID,2289,5,5,7,3.2,99,5,4.8,-0.2,0.5
Nordtveit,FUL,DEF,361,0,1,0,1.6,8,0,4.5,0,0
Norris,WOL,GKP,1,0,0,0,1,1,0,3.9,-0.1,2.3
Obafemi,SOU,FWD,134,1,1,0,2.2,13,0,5,0,0
Obiang,WHU,MID,1116,0,2,2,1.8,43,1,4.2,-0.3,0.8
Odoi,FUL,DEF,2593,0,1,3,1.4,44,2,4.4,-0.1,0.1
Ofoborh,BOU,MID,0,0,0,0,0,0,0,4.5,0,0
Ogbonna,WHU,DEF,1871,1,1,2,2,48,2,4.2,-0.3,0.8
Okaka,WAT,FWD,22,0,0,0,0.5,1,0,5,0,0.1
Okazaki,LEI,FWD,269,0,1,0,1.2,25,0,5.1,-0.4,0.5
Origi,LIV,FWD,364,3,1,3,2.7,32,1,5,0,0.3
Oriol Romeu,SOU,MID,2131,1,0,6,1.8,55,3,4.2,-0.3,2.2
Otamendi,MCI,DEF,1233,0,0,9,3.9,70,5,6,-0.5,2.6
Oxford,WHU,DEF,0,0,0,0,0,0,0,4.2,-0.3,0.1
Paterson,CAR,MID,1993,4,2,5,3,80,4,4.8,-0.7,0.3
Patr�cio,WOL,GKP,3330,0,0,8,3.2,118,4,4.5,0,8
Pedro,CHE,MID,1768,8,2,7,3.6,112,12,6.2,-0.3,3.3
Peltier,CAR,DEF,1542,0,0,5,2.1,43,1,3.9,-0.1,4
Pereira,LEI,DEF,3123,2,8,10,4.2,146,22,5.3,0.3,10.6
Pereira,MUN,MID,590,1,1,1,1.8,27,2,4.5,-0.5,0.3
Pereyra,WAT,MID,2817,6,4,6,3.7,122,13,5.9,-0.1,8
Perri,CRY,GKP,0,0,0,0,0,0,0,4,0,0
Pe�aranda,WAT,FWD,0,0,0,0,0,0,0,5,0,0
Pickford,EVE,GKP,3420,0,0,14,4.2,161,13,4.9,-0.1,13.3
Pilkington,CAR,MID,0,0,0,0,0,0,0,4.4,-0.1,0.1
Pogba,MUN,MID,3007,13,10,8,5.1,179,19,8.6,0.6,33.7
Pope,BUR,GKP,0,0,0,0,0,0,0,4.8,-0.2,0.2
Powell,WHU,MID,0,0,0,0,0,0,0,4.5,0,0
Pritchard,HUD,MID,2079,2,0,7,2.3,69,2,4.8,-0.2,0.1
Pr�dl,WAT,DEF,13,0,0,0,1,1,0,4.2,-0.3,0.1
Pr�pper,BHA,MID,2546,1,1,4,2.4,72,3,4.8,-0.2,0.2
Pugh,BOU,MID,0,0,0,0,0,0,0,4.3,-0.2,0.3
Puncheon,HUD,MID,392,0,0,1,1.4,15,0,4.1,-0.4,1
P�rez,NEW,FWD,2916,12,2,11,3.8,141,19,6.1,-0.4,3.4
Quaner,HUD,FWD,37,0,0,0,1,2,0,4.3,-0.2,3.5
Quina,WAT,MID,334,1,0,0,2.1,17,2,4.4,-0.1,0.1
Ralls,CAR,MID,1954,0,0,5,1.6,45,0,4.6,-0.4,0.1
Ramsay,SOU,DEF,90,0,0,0,1,1,0,4,0,0
Ramsey,ARS,MID,1319,4,6,9,3.3,91,4,7.1,-0.4,0.9
Rashford,MUN,FWD,2331,10,7,6,3.9,128,14,7.3,0.3,21.9
Ream,FUL,DEF,2046,0,0,5,1.9,50,4,4.2,-0.3,0.3
Redmond,SOU,MID,3272,6,5,9,3.6,137,12,5.5,0,6.9
Reid,CAR,FWD,1413,5,3,4,3,80,9,5.2,-0.3,0.9
Reid,WHU,DEF,0,0,0,0,0,0,0,4.4,-0.1,0
Rice,WHU,DEF,3003,2,0,6,2.7,92,9,4.4,-0.1,4.2
Richarlison,EVE,MID,2662,13,3,11,4.4,153,12,6.4,-0.1,13.3
Rico,BOU,DEF,606,0,0,0,0.7,8,0,4.1,-0.4,0
Rico,FUL,GKP,2610,0,0,5,3,86,8,4.4,-0.1,0.7
Riedewald,CRY,DEF,0,0,0,0,0,0,0,4.3,-0.2,0
Ritchie,NEW,MID,2927,2,8,10,3.1,110,7,5.8,-0.2,0.6
Roberts,NEW,MID,0,0,0,0,0,0,0,4.5,0,0
Robertson,LIV,DEF,3216,0,12,21,5.9,213,29,6.7,0.7,33
Rojo,MUN,DEF,209,0,0,0,0.4,2,0,4.9,-0.1,0.1
Romero,MUN,GKP,0,0,0,0,0,0,0,4.9,-0.1,0.1
Rond�n,NEW,FWD,2601,11,8,9,4.6,148,20,5.9,-0.1,7.7
Rose,TOT,DEF,1792,0,4,8,3.3,86,5,5.8,-0.2,1.1
Rowe,HUD,MID,68,0,0,0,1,2,0,4.5,0,0
Ruddy,WOL,GKP,90,0,0,1,7,7,0,4.2,-0.3,0.2
Ryan,BHA,GKP,3060,0,0,6,3.1,104,11,4.4,-0.1,4.9
R�diger,CHE,DEF,2871,1,2,12,3.5,116,9,5.9,-0.1,2.9
Sabiri,HUD,MID,48,0,0,0,1,2,0,4.3,-0.2,0
Saka,ARS,MID,7,0,0,0,1,1,0,4.5,0,0
Sakho,CRY,DEF,2416,0,0,9,3.3,88,13,4.9,-0.1,1.2
Sako,CRY,MID,26,0,0,0,1,4,0,4.9,-0.1,0
Salah,LIV,MID,3254,22,12,21,6.8,259,18,13.2,0.2,33.9
Sanders,BHA,MID,0,0,0,0,0,0,0,4.5,0,0
Sandler,MCI,DEF,0,0,0,0,0,0,0,4,0,0
Sandro,EVE,FWD,0,0,0,0,0,0,0,5.4,-0.1,0.1
San�,MCI,MID,1857,10,12,9,5,156,13,9.3,-0.2,7.3
Sa�ss,WOL,DEF,1142,2,0,3,2.5,47,5,4.2,-0.3,0.4
Schelotto,BHA,DEF,0,0,0,0,0,0,0,3.8,-0.2,1.9
Schindler,HUD,DEF,3260,1,1,5,2.1,76,7,4.2,-0.3,2
Schlupp,CRY,DEF,1660,4,3,4,3,91,3,4.3,-0.2,2.5
Schmeichel,LEI,GKP,3420,0,0,10,3.2,120,6,5,0,4.7
Schneiderlin,EVE,MID,832,0,1,5,2,28,0,4.2,-0.3,1.8
Schofield,HUD,GKP,0,0,0,0,0,0,0,4,0,0.1
Sch�r,NEW,DEF,2000,4,1,7,3.9,93,9,4.5,-0.5,1.3
Sch�rrle,FUL,MID,1638,6,0,2,3.1,75,2,5.5,-0.5,2.1
Sema,WAT,MID,747,1,2,3,2.2,37,1,4.6,-0.4,0.1
Seri,FUL,MID,2239,1,3,3,2.3,72,6,4.9,-0.6,1.3
Sessegnon,FUL,MID,2291,2,7,3,2.7,94,3,6,-0.5,1.9
Shaqiri,LIV,MID,1052,6,5,7,3.7,88,4,6.8,-0.7,2.1
Shaw,MUN,DEF,2591,1,5,6,3.1,91,11,5.1,0.1,8.1
Shelvey,NEW,MID,943,1,1,5,2.4,39,2,5.3,-0.2,0.3
Sigurdsson,EVE,MID,3122,13,6,15,4.8,182,20,7.4,-0.1,8.3
Silva,LEI,MID,87,0,0,0,1.5,3,0,4.7,-0.3,0.1
Simpson,BOU,DEF,401,0,0,1,1.7,10,0,3.9,-0.1,6.1
Simpson,LEI,DEF,289,0,0,1,2,12,0,4.2,-0.3,0.2
Sims,SOU,MID,208,0,1,0,1.6,11,0,4.4,-0.1,0
Sinclair,WAT,FWD,0,0,0,0,0,0,0,4.4,-0.1,0.4
Sissoko,TOT,MID,2329,0,3,11,2.6,76,3,4.9,-0.1,0.3
Skipp,TOT,MID,214,0,0,2,1.5,12,0,4.5,0,0
Slattery,SOU,MID,110,0,0,0,1.3,4,0,4.5,0,0
Smalling,MUN,DEF,2127,1,0,4,2.3,56,3,5.6,-0.4,1.4
Smith,HUD,DEF,1141,0,0,1,0.6,9,0,4.4,-0.1,0.1
Smith-Rowe,ARS,MID,0,0,0,0,0,0,0,4.5,0,0
Smithies,CAR,GKP,0,0,0,0,0,0,0,4.2,-0.3,0.1
Snodgrass,WHU,MID,2215,2,5,5,2.6,85,9,5,-0.5,0.9
Sobhi,HUD,MID,75,0,0,0,1,4,0,4.7,-0.3,0.1
Sokratis,ARS,DEF,2198,1,2,5,2.6,64,4,5.1,-0.4,1.2
Solanke,BOU,FWD,340,0,1,0,1.5,15,0,4.7,-0.3,0.4
Son,TOT,MID,2033,12,8,10,5.1,159,17,8.6,0.1,10.6
Souar�,CRY,DEF,1,0,0,0,1,1,0,4.2,-0.3,0.1
Speroni,CRY,GKP,90,0,0,0,1,1,0,3.9,-0.1,10.1
Stanislas,BOU,MID,1021,2,3,2,2.4,56,3,6,0,0.1
Stankovic,HUD,DEF,715,1,0,2,2.2,24,2,3.9,-0.1,2.9
Steele,BHA,GKP,0,0,0,0,0,0,0,3.9,-0.1,1.3
Stekelenburg,EVE,GKP,0,0,0,0,0,0,0,3.9,-0.1,3.4
Stephens,BHA,MID,2484,1,1,5,2.2,65,4,4.3,-0.2,3
Stephens,SOU,DEF,1697,1,0,3,2,47,4,4.2,-0.3,0.3
Sterling,MCI,MID,2770,17,15,17,6.9,234,25,11.7,0.7,24.8
Sterling,TOT,FWD,0,0,0,0,0,0,0,4.5,0,0
Sterry,NEW,DEF,0,0,0,0,0,0,0,4,0,0.1
Steve Cook,BOU,DEF,2786,1,1,9,2.7,85,6,4.3,-0.2,4.2
Steven Sessegnon,FUL,DEF,0,0,0,0,0,0,0,4,0,0.1
Stones,MCI,DEF,1761,0,0,9,3.5,83,9,5.2,-0.3,4.6
Sturridge,LIV,FWD,498,2,1,2,1.9,34,2,5.6,-0.4,1
Success,WAT,FWD,1033,1,1,2,1.4,42,0,4.5,0,2.4
Surman,BOU,MID,1438,0,0,4,2,36,0,4.6,-0.4,0.1
Surridge,BOU,FWD,11,0,0,0,1,2,0,4.5,0,0.1
Suttner,BHA,DEF,0,0,0,0,0,0,0,3.8,-0.2,4.3
Su�rez,ARS,MID,67,0,0,0,1,4,0,5.7,-0.8,0.1
S�nchez,MUN,MID,869,1,5,2,2.4,47,1,10,-0.5,1.2
S�nchez,TOT,DEF,1941,1,2,6,3.4,78,4,5.8,-0.2,1.6
S�rloth,CRY,FWD,173,0,0,0,1,12,0,4.8,-0.2,0.1
S�y�nc�,LEI,DEF,371,0,0,0,1.5,9,0,4.8,-0.2,0
Targett,SOU,DEF,1185,1,3,0,2.3,36,3,4.2,-0.3,0.1
Tarkowski,BUR,DEF,3086,3,2,7,2.8,97,7,4.7,-0.3,4.2
Tavares,CRY,DEF,0,0,0,0,0,0,0,4,0,0
Taylor,BOU,MID,0,0,0,0,0,0,0,4.5,0,0
Taylor,BUR,DEF,3240,0,1,7,2.2,82,2,4.4,-0.1,0.5
Tielemans,LEI,MID,1087,3,5,3,4.8,63,6,6,0,1.7
Tomkins,CRY,DEF,2561,1,1,10,3,86,0,4.3,-0.2,2.3
Torreira,ARS,MID,2377,2,4,5,2.3,78,6,4.7,-0.3,2.6
Tosun,EVE,FWD,1044,3,3,1,2.2,56,3,6.4,-0.6,1.5
Townsend,CRY,MID,3007,6,5,11,3.6,135,8,5.6,-0.4,3.5
Traor�,WOL,MID,884,1,1,1,1.5,44,2,5.1,-0.4,0.3
Travers,BOU,GKP,180,0,0,1,4.5,9,1,4,0,0.3
Trippier,TOT,DEF,2275,1,5,10,4.4,118,16,6,0,15.2
Tupper,CRY,GKP,0,0,0,0,0,0,0,4,0,0
Valencia,MUN,DEF,466,0,0,2,2.8,17,1,6.4,-0.1,0.7
Valery,SOU,DEF,1709,2,1,3,2.3,54,0,4.1,0.1,4.1
van Aanholt,CRY,DEF,3196,3,2,12,3.9,140,17,5.5,0,5.7
van Dijk,LIV,DEF,3384,4,4,20,5.5,208,22,6.7,0.7,32.3
van La Parra,HUD,MID,405,0,0,1,2,10,0,4.6,-0.4,0
Vardy,LEI,FWD,2726,18,5,11,5.1,174,31,9,0,10.3
Vertonghen,TOT,DEF,1911,1,0,6,3,67,7,5.9,-0.1,4
Vestergaard,SOU,DEF,2027,0,0,4,2.2,50,0,4.6,-0.4,0.2
Vietto,FUL,FWD,980,1,4,1,2.4,47,4,5.3,-0.2,0.4
Vinagre,WOL,DEF,703,0,0,1,1.4,24,0,4.3,-0.2,0.1
Vlasic,EVE,MID,0,0,0,0,0,0,0,5,0,0
Vokes,BUR,FWD,907,3,0,2,2.4,48,7,5.3,-0.2,0.6
Vorm,TOT,GKP,180,0,0,0,2.5,5,1,4.7,-0.3,0.1
Vydra,BUR,FWD,310,1,1,0,1.6,21,0,5.6,-0.4,0
Walcott,EVE,MID,2108,5,3,6,2.7,101,4,5.9,-0.6,2.5
Walker,MCI,DEF,2776,1,1,18,4.5,150,11,6.4,-0.1,12.1
Walker-Peters,TOT,DEF,374,0,3,2,4.7,28,4,4.2,-0.3,0.7
Walters,BUR,MID,0,0,0,0,0,0,0,4.7,-0.3,0
Wan-Bissaka,CRY,DEF,3134,0,3,12,3.4,120,18,4.6,0.6,26.3
Wanyama,TOT,MID,511,1,0,3,1.8,24,2,4.9,-0.1,0.1
Ward,BUR,DEF,228,0,0,1,2.3,7,0,4.7,-0.3,0.5
Ward,CAR,MID,435,1,0,0,1.6,22,0,4.3,-0.2,0.2
Ward,CRY,DEF,551,1,0,0,1.9,13,0,4.3,-0.2,0.2
Ward,LEI,GKP,0,0,0,0,0,0,0,4.3,-0.2,0.1
Ward-Prowse,SOU,MID,1940,7,0,3,3.6,94,15,5.1,-0.4,3.7
Watts,NEW,MID,0,0,0,0,0,0,0,4.5,0,0
Welbeck,ARS,FWD,146,1,1,0,2.4,19,3,6.4,-0.1,0.4
Wells,BUR,FWD,0,0,0,0,0,0,0,4.5,0,0.8
Westwood,BUR,MID,2821,2,8,7,3.3,111,10,4.6,0.1,3.1
White,BHA,DEF,0,0,0,0,0,0,0,4,0,0
Whiteman,TOT,GKP,0,0,0,0,0,0,0,4,0,0.2
Wickham,CRY,FWD,61,0,1,0,1.5,9,0,4.9,-0.1,0.1
Wijnaldum,LIV,MID,2723,3,1,18,3.1,108,9,5.5,0,1.4
Williams,EVE,DEF,0,0,0,0,0,0,0,4.5,0,0
Williams,HUD,MID,94,0,0,1,1.2,6,0,4.5,0,0
Willian,CHE,MID,2091,3,7,11,3.4,108,6,7.1,-0.4,3.8
Willock,ARS,MID,63,0,0,1,2,4,0,4.5,0,0
Wilmot,WAT,DEF,26,0,0,0,0.5,1,0,4,0,0.1
Wilshere,WHU,MID,388,0,2,1,2.1,17,0,4.8,-0.2,0.8
Wilson,BOU,FWD,2528,14,12,9,5.6,168,22,6.9,0.9,20.3
Winks,TOT,MID,1589,1,0,6,2,53,3,5.5,0,0.1
Wood,BUR,FWD,2580,10,3,7,3.4,131,17,6.3,-0.2,1.4
Woodman,NEW,GKP,0,0,0,0,0,0,0,4,0,0.2
Woods,CRY,DEF,0,0,0,0,0,0,0,4,0,0
Xande Silva,WHU,FWD,17,0,0,0,1,1,0,4.5,0,0.2
Xhaka,ARS,MID,2498,4,3,7,3.1,90,8,5.2,-0.3,2.3
Yarmolenko,WHU,MID,456,2,1,1,3,27,2,6.7,-0.3,0.5
Yedlin,NEW,DEF,2472,1,2,5,2.2,63,1,4.5,0,0.9
Yoshida,SOU,DEF,1518,0,1,3,2.6,44,4,4.1,-0.4,1.1
Young,MUN,DEF,2568,2,3,4,2.4,73,4,5.7,-0.3,1.7
Zabaleta,WHU,DEF,2089,0,1,4,2.2,56,4,4.3,-0.2,1.7
Zaha,CRY,FWD,3037,10,11,11,4.2,143,13,7,0,15.6
Zambo Anguissa,FUL,MID,1512,0,0,3,1.7,37,0,4.4,-0.1,0.1
Zanka,HUD,DEF,2147,3,1,3,2.8,67,4,4.4,-0.1,2.3
Zappacosta,CHE,DEF,125,0,0,1,2.3,9,0,5,-0.5,0.1
Zeegelaar,WAT,DEF,0,0,0,0,0,0,0,4.2,-0.3,0
Zinchenko,MCI,MID,1151,0,3,9,3.1,44,1,4.7,-0.3,0.2
Zohore,CAR,FWD,741,1,1,2,1.7,33,2,4.6,-0.4,0.5
Zouma,EVE,DEF,2613,2,2,10,3.5,112,12,5,0,1
�zil,ARS,MID,1732,5,3,5,3.7,89,9,7.9,-0.6,2.6
